Alabama,EV,500,2016
Alabama,PHEV,900,2016
Alabama,HEV,"29,100",2016
Alabama,Biodiesel,0,2016
Alabama,E85,"428,300",2016
Alabama,CNG,"20,100",2016
Alabama,Propane,0,2016
Alabama,Hydrogen,0,2016
Alabama,Methanol,0,2016
Alabama,Gasoline,"3,777,300",2016
Alabama,Diesel,"126,500",2016
Alabama,Unknown Fuel,"53,900",2016
Alaska,EV,200,2016
Alaska,PHEV,200,2016
Alaska,HEV,"5,000",2016
Alaska,Biodiesel,0,2016
Alaska,E85,"55,700",2016
Alaska,CNG,"4,900",2016
Alaska,Propane,0,2016
Alaska,Hydrogen,0,2016
Alaska,Methanol,0,2016
Alaska,Gasoline,"525,900",2016
Alaska,Diesel,"44,800",2016
Alaska,Unknown Fuel,"19,400",2016
Arizona,EV,"4,700",2016
Arizona,PHEV,"4,400",2016
Arizona,HEV,"89,600",2016
Arizona,Biodiesel,0,2016
Arizona,E85,"427,300",2016
Arizona,CNG,"17,500",2016
Arizona,Propane,0,2016
Arizona,Hydrogen,0,2016
Arizona,Methanol,100,2016
Arizona,Gasoline,"4,805,000",2016
Arizona,Diesel,"179,500",2016
Arizona,Unknown Fuel,"112,800",2016
Arkansas,EV,200,2016
Arkansas,PHEV,500,2016
Arkansas,HEV,"19,100",2016
Arkansas,Biodiesel,0,2016
Arkansas,E85,"320,500",2016
Arkansas,CNG,"12,600",2016
Arkansas,Propane,0,2016
Arkansas,Hydrogen,0,2016
Arkansas,Methanol,0,2016
Arkansas,Gasoline,"2,097,800",2016
Arkansas,Diesel,"96,800",2016
Arkansas,Unknown Fuel,"22,200",2016
California,EV,"141,500",2016
California,PHEV,"116,700",2016
California,HEV,"966,700",2016
California,Biodiesel,0,2016
California,E85,"1,322,600",2016
California,CNG,"80,600",2016
California,Propane,0,2016
California,Hydrogen,"1,300",2016
California,Methanol,400,2016
California,Gasoline,"27,241,000",2016
California,Diesel,"710,400",2016
California,Unknown Fuel,"115,500",2016
Colorado,EV,"5,300",2016
Colorado,PHEV,"3,800",2016
Colorado,HEV,"74,000",2016
Colorado,Biodiesel,0,2016
Colorado,E85,"355,500",2016
Colorado,CNG,"15,900",2016
Colorado,Propane,0,2016
Colorado,Hydrogen,0,2016
Colorado,Methanol,0,2016
Colorado,Gasoline,"4,180,500",2016
Colorado,Diesel,"226,800",2016
Colorado,Unknown Fuel,"89,900",2016
Connecticut,EV,"2,000",2016
Connecticut,PHEV,"2,800",2016
Connecticut,HEV,"43,200",2016
Connecticut,Biodiesel,0,2016
Connecticut,E85,"160,800",2016
Connecticut,CNG,"3,200",2016
Connecticut,Propane,0,2016
Connecticut,Hydrogen,0,2016
Connecticut,Methanol,0,2016
Connecticut,Gasoline,"2,690,900",2016
Connecticut,Diesel,"59,700",2016
Connecticut,Unknown Fuel,"30,200",2016
Delaware,EV,300,2016
Delaware,PHEV,700,2016
Delaware,HEV,"11,200",2016
Delaware,Biodiesel,0,2016
Delaware,E85,"68,300",2016
Delaware,CNG,"1,400",2016
Delaware,Propane,0,2016
Delaware,Hydrogen,0,2016
Delaware,Methanol,0,2016
Delaware,Gasoline,"749,800",2016
Delaware,Diesel,"17,000",2016
Delaware,Unknown Fuel,"7,200",2016
District of Columbia,EV,600,2016
District of Columbia,PHEV,500,2016
District of Columbia,HEV,"11,800",2016
District of Columbia,Biodiesel,0,2016
District of Columbia,E85,"17,600",2016
District of Columbia,CNG,300,2016
District of Columbia,Propane,0,2016
District of Columbia,Hydrogen,0,2016
District of Columbia,Methanol,0,2016
District of Columbia,Gasoline,"277,800",2016
District of Columbia,Diesel,"3,200",2016
District of Columbia,Unknown Fuel,"1,300",2016
Florida,EV,"11,600",2016
Florida,PHEV,"10,100",2016
Florida,HEV,"207,100",2016
Florida,Biodiesel,0,2016
Florida,E85,"1,168,900",2016
Florida,CNG,"18,000",2016
Florida,Propane,0,2016
Florida,Hydrogen,0,2016
Florida,Methanol,0,2016
Florida,Gasoline,"13,929,200",2016
Florida,Diesel,"353,300",2016
Florida,Unknown Fuel,"133,600",2016
Georgia,EV,"18,000",2016
Georgia,PHEV,"4,000",2016
Georgia,HEV,"86,400",2016
Georgia,Biodiesel,0,2016
Georgia,E85,"710,700",2016
Georgia,CNG,"26,900",2016
Georgia,Propane,0,2016
Georgia,Hydrogen,0,2016
Georgia,Methanol,0,2016
Georgia,Gasoline,"7,377,700",2016
Georgia,Diesel,"206,700",2016
Georgia,Unknown Fuel,"114,800",2016
Hawaii,EV,"4,200",2016
Hawaii,PHEV,"1,200",2016
Hawaii,HEV,"22,600",2016
Hawaii,Biodiesel,0,2016
Hawaii,E85,"43,600",2016
Hawaii,CNG,"1,500",2016
Hawaii,Propane,0,2016
Hawaii,Hydrogen,0,2016
Hawaii,Methanol,0,2016
Hawaii,Gasoline,"953,300",2016
Hawaii,Diesel,"17,800",2016
Hawaii,Unknown Fuel,"7,400",2016
Idaho,EV,400,2016
Idaho,PHEV,600,2016
Idaho,HEV,"16,300",2016
Idaho,Biodiesel,0,2016
Idaho,E85,"107,100",2016
Idaho,CNG,"12,800",2016
Idaho,Propane,0,2016
Idaho,Hydrogen,0,2016
Idaho,Methanol,0,2016
Idaho,Gasoline,"1,354,300",2016
Idaho,Diesel,"123,000",2016
Idaho,Unknown Fuel,"56,200",2016
Illinois,EV,"5,800",2016
Illinois,PHEV,"6,000",2016
Illinois,HEV,"146,500",2016
Illinois,Biodiesel,0,2016
Illinois,E85,"968,600",2016
Illinois,CNG,"18,500",2016
Illinois,Propane,0,2016
Illinois,Hydrogen,0,2016
Illinois,Methanol,0,2016
Illinois,Gasoline,"8,748,600",2016
Illinois,Diesel,"200,900",2016
Illinois,Unknown Fuel,"94,500",2016
Indiana,EV,"1,300",2016
