Alabama,EV,"2,000",2019
Alabama,PHEV,"1,800",2019
Alabama,HEV,"33,700",2019
Alabama,Biodiesel,0,2019
Alabama,E85,"543,900",2019
Alabama,CNG,"15,900",2019
Alabama,Propane,0,2019
Alabama,Hydrogen,0,2019
Alabama,Methanol,0,2019
Alabama,Gasoline,"3,806,700",2019
Alabama,Diesel,"144,900",2019
Alabama,Unknown Fuel,"44,300",2019
Alaska,EV,700,2019
Alaska,PHEV,400,2019
Alaska,HEV,"5,800",2019
Alaska,Biodiesel,0,2019
Alaska,E85,"64,000",2019
Alaska,CNG,"3,200",2019
Alaska,Propane,0,2019
Alaska,Hydrogen,0,2019
Alaska,Methanol,0,2019
Alaska,Gasoline,"473,700",2019
Alaska,Diesel,"40,100",2019
Alaska,Unknown Fuel,"14,600",2019
Arizona,EV,"19,500",2019
Arizona,PHEV,"9,600",2019
Arizona,HEV,"108,100",2019
Arizona,Biodiesel,0,2019
Arizona,E85,"571,500",2019
Arizona,CNG,"14,300",2019
Arizona,Propane,0,2019
Arizona,Hydrogen,0,2019
Arizona,Methanol,0,2019
Arizona,Gasoline,"5,186,900",2019
Arizona,Diesel,"208,800",2019
Arizona,Unknown Fuel,"99,000",2019
Arkansas,EV,900,2019
Arkansas,PHEV,"1,000",2019
Arkansas,HEV,"21,100",2019
Arkansas,Biodiesel,0,2019
Arkansas,E85,"383,000",2019
Arkansas,CNG,"8,000",2019
Arkansas,Propane,0,2019
Arkansas,Hydrogen,0,2019
Arkansas,Methanol,0,2019
Arkansas,Gasoline,"2,059,000",2019
Arkansas,Diesel,"105,200",2019
Arkansas,Unknown Fuel,"16,700",2019
California,EV,"349,700",2019
California,PHEV,"247,300",2019
California,HEV,"1,154,200",2019
California,Biodiesel,0,2019
California,E85,"1,698,700",2019
California,CNG,"76,200",2019
California,Propane,0,2019
California,Hydrogen,"12,700",2019
California,Methanol,300,2019
California,Gasoline,"29,210,100",2019
California,Diesel,"785,800",2019
California,Unknown Fuel,"136,900",2019
Colorado,EV,"19,200",2019
Colorado,PHEV,"9,300",2019
Colorado,HEV,"92,400",2019
Colorado,Biodiesel,0,2019
Colorado,E85,"447,700",2019
Colorado,CNG,"12,600",2019
Colorado,Propane,0,2019
Colorado,Hydrogen,0,2019
Colorado,Methanol,0,2019
Colorado,Gasoline,"4,347,900",2019
Colorado,Diesel,"246,700",2019
Colorado,Unknown Fuel,"73,600",2019
Connecticut,EV,"6,900",2019
Connecticut,PHEV,"5,700",2019
Connecticut,HEV,"47,400",2019
Connecticut,Biodiesel,0,2019
Connecticut,E85,"196,800",2019
Connecticut,CNG,"2,300",2019
Connecticut,Propane,0,2019
Connecticut,Hydrogen,0,2019
Connecticut,Methanol,0,2019
Connecticut,Gasoline,"2,632,800",2019
Connecticut,Diesel,"53,100",2019
Connecticut,Unknown Fuel,"27,700",2019
Delaware,EV,"1,300",2019
Delaware,PHEV,"1,300",2019
Delaware,HEV,"13,200",2019
Delaware,Biodiesel,0,2019
Delaware,E85,"85,500",2019
Delaware,CNG,"1,000",2019
Delaware,Propane,0,2019
Delaware,Hydrogen,0,2019
Delaware,Methanol,0,2019
Delaware,Gasoline,"768,600",2019
Delaware,Diesel,"17,200",2019
Delaware,Unknown Fuel,"6,800",2019
District of Columbia,EV,"1,800",2019
District of Columbia,PHEV,"1,300",2019
District of Columbia,HEV,"13,700",2019
District of Columbia,Biodiesel,0,2019
District of Columbia,E85,"22,500",2019
District of Columbia,CNG,200,2019
District of Columbia,Propane,0,2019
District of Columbia,Hydrogen,0,2019
District of Columbia,Methanol,0,2019
District of Columbia,Gasoline,"286,300",2019
District of Columbia,Diesel,"2,400",2019
